"","tipo","Barrio","cant_hab","cant_bath","superficie","precio"
"610","Departamento","Villa Crespo",2,1,36,79900
"611","Departamento","Villa Crespo",2,1,47,125000
"612","Departamento","Villa Crespo",2,2,50,155000
"613","Departamento","Villa Crespo",2,2,50,155000
"614","Departamento","Constitución",2,1,47,75000
"615","Departamento","Puerto Madero",2,1,87,670000
"616","Departamento","Villa Urquiza",2,1,63,115000
"617","Departamento","Villa Urquiza",2,1,45,128000
"618","Departamento","Parque Chacabuco",2,1,52,115000
"619","Departamento","Villa Santa Rita",2,1,37,110000
"620","Departamento","Villa del Parque",2,1,41,125000
"621","Departamento","Parque Avellaneda",2,1,51,79900
"622","PH","Flores",3,1,88,99000
"623","PH","Flores",3,1,99,145000
"624","PH","Nuñez",3,1,60,138000
"625","PH","Coghlan",3,1,60,159000
"626","PH","Caballito",3,1,130,240000
"627","PH","Mataderos",3,2,110,160000
"628","PH","Barrio Norte",3,1,68,177000
"629","PH","Villa Crespo",3,1,62,165000
"630","PH","Parque Chacabuco",3,1,131,150000
"631","PH","Villa General Mitre",3,2,78,185000
"632","Casa","Nuñez",3,2,180,320000
"633","Departamento","Boedo",3,1,45,90000
"634","Departamento","Boedo",3,1,43,83000
"635","Departamento","Nuñez",3,2,127,572000
"636","Departamento","Nuñez",3,1,60,138000
"637","Departamento","Nuñez",3,2,89,404000
"638","Departamento","Retiro",3,3,242,420000
"639","Departamento","Almagro",3,2,73,110000
"640","Departamento","Almagro",3,1,90,180000
"641","Departamento","Almagro",3,1,110,165000
"642","Departamento","Almagro",3,1,56,126900
"643","Departamento","Almagro",3,1,85,239999
"644","Departamento","Almagro",3,1,48,125000
"645","Departamento","Almagro",3,1,45,109000
"646","Departamento","Almagro",3,1,64,140000
"647","Departamento","Liniers",3,1,75,180000
"648","Departamento","Palermo",3,2,128,398000
"649","Departamento","Palermo",3,1,72,232000
"650","Departamento","Palermo",3,4,190,480000
"651","Departamento","Palermo",3,2,105,364000
"652","Departamento","Palermo",3,1,62,159000
"653","Departamento","Palermo",3,1,76,160000
"654","Departamento","Palermo",3,1,129,400000
"655","Departamento","Palermo",3,1,66,186000
"656","Departamento","Palermo",3,1,62,160000
"657","Departamento","Palermo",3,1,114,353000
"658","Departamento","Palermo",3,2,80,335000
"659","Departamento","Palermo",3,2,74,235000
"660","Departamento","Palermo",3,1,54,149000
"661","Departamento","Palermo",3,1,54,190000
"662","Departamento","Palermo",3,1,65,230000
"663","Departamento","Palermo",3,2,104,375000
"664","Departamento","Palermo",3,2,74,235000
"665","Departamento","Palermo",3,1,98,335000
"666","Departamento","Palermo",3,1,58,158000
"667","Departamento","Palermo",3,1,83,215000
"668","Departamento","Palermo",3,1,58,150000
"669","Departamento","Palermo",3,1,87,307000
"670","Departamento","Palermo",3,1,79,260000
"671","Departamento","Palermo",3,1,65,182000
"672","Departamento","Palermo",3,1,54,190000
"673","Departamento","Belgrano",3,2,134,360000
"674","Departamento","Belgrano",3,1,65,265000
"675","Departamento","Belgrano",3,2,77,199000
"676","Departamento","Belgrano",3,1,126,320000
"677","Departamento","Belgrano",3,1,70,270000
"678","Departamento","Belgrano",3,2,94,295000
"679","Departamento","Belgrano",3,3,200,580000
"680","Departamento","Belgrano",3,1,53,138000
"681","Departamento","Congreso",3,1,75,165000
"682","Departamento","Floresta",3,1,60,99000
"683","Departamento","Paternal",3,1,84,185000
"684","Departamento","Recoleta",3,1,55,159000
"685","Departamento","Recoleta",3,2,66,210000
"686","Departamento","Recoleta",3,2,73,342000
"687","Departamento","Recoleta",3,2,79,218000
"688","Departamento","Saavedra",3,1,81,198000
"689","Departamento","Balvanera",3,2,68,149000
"690","Departamento","Caballito",3,2,85,360000
"691","Departamento","Caballito",3,2,73,227000
"692","Departamento","Caballito",3,2,64,210000
"693","Departamento","Caballito",3,2,92,239000
"694","Departamento","Caballito",3,2,78,228000
"695","Departamento","Caballito",3,2,66,279900
"696","Departamento","Caballito",3,1,75,168000
"697","Departamento","Caballito",3,4,91,242000
"698","Departamento","Caballito",3,1,62,168000
"699","Departamento","Catalinas",3,3,242,420000
"700","Departamento","Mataderos",3,1,100,215000
"701","Departamento","Monserrat",3,2,53,99000
"702","Departamento","San Telmo",3,1,55,129000
"703","Departamento","San Telmo",3,1,71,149600
"704","Departamento","Versalles",3,1,53,138000
"705","Departamento","Colegiales",3,1,44,129000
"706","Departamento","Colegiales",3,1,65,265000
"707","Departamento","Colegiales",3,1,64,169900
"708","Departamento","Colegiales",3,1,66,155000
"709","Departamento","Barrio Norte",3,1,83,240000
"710","Departamento","Barrio Norte",3,1,66,130000
"711","Departamento","Barrio Norte",3,2,73,254000
"712","Departamento","Barrio Norte",3,2,73,249000
"713","Departamento","Barrio Norte",3,2,73,264000
"714","Departamento","San Nicolás",3,3,242,420000
"715","Departamento","San Nicolás",3,3,242,420000
"716","Departamento","Villa Crespo",3,1,85,239999
"717","Departamento","Villa Crespo",3,1,62,159000
"718","Departamento","Villa Crespo",3,1,62,153000
"719","Departamento","Villa Crespo",3,2,77,235500
"720","Departamento","Villa Crespo",3,1,46,120000
"721","Departamento","Villa Crespo",3,1,85,239999
"722","Departamento","Villa Lugano",3,2,106,192900
"723","Departamento","San Cristobal",3,1,59,87000
"724","Departamento","Villa Urquiza",3,2,75,245000
"725","Departamento","Villa Urquiza",3,1,57,176000
"726","Departamento","Parque Chacabuco",3,1,52,134000
"727","Departamento","Parque Chacabuco",3,1,108,179000
"728","Departamento","Parque Centenario",3,2,61,185000
"729","Departamento","Parque Centenario",3,1,66,170000
"730","Departamento","Centro / Microcentro",3,1,60,140000
"731","PH","Almagro",4,4,120,280000
"732","PH","Parque Patricios",4,2,160,290000
"733","PH","Villa Pueyrredón",4,2,102,189900
"734","Casa","San Telmo",4,2,198,330000
"735","Casa","Colegiales",4,2,250,575000
"736","Casa","Villa Urquiza",4,2,140,220000
"737","Casa","Villa Santa Rita",4,1,200,249999
"738","Casa","Villa Santa Rita",4,1,200,249999
"739","Departamento","Abasto",4,3,81,154900
"740","Departamento","Flores",4,3,144,400000
"741","Departamento","Flores",4,2,158,295000
"742","Departamento","Flores",4,2,83,145000
"743","Departamento","Flores",4,2,187,370000
"744","Departamento","Nuñez",4,3,118,450000
"745","Departamento","Nuñez",4,2,160,744000
"746","Departamento","Nuñez",4,3,150,886000
"747","Departamento","Nuñez",4,2,118,450000
"748","Departamento","Retiro",4,3,242,420000
"749","Departamento","Retiro",4,3,107,349000
"750","Departamento","Almagro",4,1,72,172000
"751","Departamento","Almagro",4,3,135,318000
"752","Departamento","Palermo",4,4,143,449900
"753","Departamento","Palermo",4,2,184,520000
"754","Departamento","Palermo",4,1,114,387000
"755","Departamento","Palermo",4,2,99,210000
"756","Departamento","Barracas",4,1,89,189000
"757","Departamento","Belgrano",4,2,77,199000
"758","Departamento","Belgrano",4,2,112,540000
"759","Departamento","Belgrano",4,3,110,360000
"760","Departamento","Belgrano",4,1,100,255000
"761","Departamento","Belgrano",4,3,128,410000
"762","Departamento","Belgrano",4,3,92,259000
"763","Departamento","Belgrano",4,3,190,440000
"764","Departamento","Belgrano",4,2,180,415000
"765","Departamento","Congreso",4,1,81,189000
"766","Departamento","Paternal",4,1,74,160000
"767","Departamento","Recoleta",4,3,161,520000
"768","Departamento","Recoleta",4,2,96,260000
"769","Departamento","Recoleta",4,2,217,590000
"770","Departamento","Recoleta",4,2,179,549000
"771","Departamento","Balvanera",4,2,124,315000
"772","Departamento","Caballito",4,2,298,480000
"773","Departamento","Caballito",4,3,125,320000
"774","Departamento","Caballito",4,2,81,212000
"775","Departamento","Catalinas",4,3,242,420000
"776","Departamento","Versalles",4,2,160,304500
"777","Departamento","Monte Castro",4,2,120,252000
"778","Departamento","San Nicolás",4,3,242,420000
"779","Departamento","Villa Crespo",4,2,91,230000
"780","Departamento","Villa Crespo",4,2,95,220000
"781","Departamento","Villa Crespo",4,2,103,220000
"782","Departamento","Villa Urquiza",4,1,114,320000
"783","Departamento","Parque Chacabuco",4,2,89,290000
"784","Departamento","Parque Chacabuco",4,2,89,290000
"785","Departamento","Villa Pueyrredón",4,2,95,275000
"786","Casa","Mataderos",5,2,135,250000
"787","Casa","Colegiales",5,2,212,515000
"788","Casa","Villa del Parque",5,2,196,227000
"789","Casa","Villa del Parque",5,3,286,750000
"790","Departamento","Flores",5,4,200,310000
"791","Departamento","Belgrano",5,2,174,690000
"792","Departamento","Belgrano",5,4,230,640000
"793","Departamento","Floresta",5,3,142,289000
"794","Departamento","Barrio Norte",5,4,135,440000
"795","Departamento","Villa Crespo",5,3,159,360000
"796","Casa","Flores",6,2,160,340000
"797","Departamento","Belgrano",6,4,165,445000
"798","Departamento","Las Cañitas",6,3,150,430000
"799","PH","Villa del Parque",7,2,260,330000
"800","Casa","Nuñez",7,4,190,590000
"801","Casa","Parque Chacabuco",7,2,270,147000
"802","Departamento","Monserrat",8,1,140,168000
"803","Departamento","Nuñez",1,1,55,155579
"804","Departamento","Nuñez",1,1,55,159754
"805","Departamento","Nuñez",1,1,53,157388
"806","Departamento","Nuñez",1,1,55,159993
"807","Departamento","Nuñez",1,1,55,154476
"808","Departamento","Nuñez",1,1,55,156425
"809","Departamento","Retiro",1,1,30,75000
"810","Departamento","Liniers",1,1,51,89000
"811","Departamento","Palermo",1,1,36,87500
"812","Departamento","Caballito",1,1,34,89990
"813","Departamento","San Telmo",1,1,40,135000
"814","Departamento","Barrio Norte",1,1,45,160000
"815","Departamento","Villa Crespo",1,1,40,113500
"816","Departamento","Villa Crespo",1,1,40,100500
"817","Departamento","Villa Crespo",1,1,39,79000
"818","Departamento","Villa Crespo",1,1,40,100000
"819","Departamento","Villa Crespo",1,1,40,101500
"820","Departamento","Villa Devoto",1,1,30,82000
"821","Departamento","Villa Urquiza",1,1,96,135000
"822","Departamento","Villa Urquiza",1,1,33,90000
"823","Departamento","Villa Urquiza",1,1,39,105000
"824","Departamento","Villa Urquiza",1,1,39,135000
"825","PH","Palermo",2,1,45,125000
"826","PH","Monte Castro",2,1,72,99000
"827","Departamento","Boca",2,1,60,260000
"828","Departamento","Flores",2,1,41,99900
"829","Departamento","Nuñez",2,1,41,142000
"830","Departamento","Retiro",2,1,36,89000
"831","Departamento","Almagro",2,1,48,101000
"832","Departamento","Almagro",2,1,41,97000
"833","Departamento","Almagro",2,1,40,95000
"834","Departamento","Almagro",2,1,56,137000
"835","Departamento","Almagro",2,1,37,79900
"836","Departamento","Liniers",2,2,75,98000
"837","Departamento","Palermo",2,1,55,100000
"838","Departamento","Palermo",2,1,37,98000
"839","Departamento","Palermo",2,1,48,155000
"840","Departamento","Palermo",2,1,55,100000
"841","Departamento","Palermo",2,1,61,190000
"842","Departamento","Palermo",2,1,110,420000
"843","Departamento","Palermo",2,1,50,270000
"844","Departamento","Palermo",2,1,55,100000
"845","Departamento","Palermo",2,1,39,110000
"846","Departamento","Palermo",2,1,40,105000
"847","Departamento","Belgrano",2,1,42,115000
"848","Departamento","Belgrano",2,1,46,170000
"849","Departamento","Belgrano",2,1,110,420000
"850","Departamento","Recoleta",2,1,55,225000
"851","Departamento","Saavedra",2,1,55,150000
"852","Departamento","Balvanera",2,1,46,84900
"853","Departamento","Balvanera",2,1,44,148000
"854","Departamento","Caballito",2,1,41,134000
"855","Departamento","Caballito",2,1,42,98000
"856","Departamento","Caballito",2,1,38,150000
"857","Departamento","Caballito",2,1,43,117000
"858","Departamento","San Telmo",2,1,54,165000
"859","Departamento","Versalles",2,1,51,135000
"860","Departamento","Versalles",2,1,34,90000
"861","Departamento","Barrio Norte",2,1,42,115000
"862","Departamento","San Nicolás",2,2,54,109500
"863","Departamento","Villa Crespo",2,1,43,119000
"864","Departamento","Villa Crespo",2,2,56,208000
"865","Departamento","Villa Crespo",2,1,49,147000
"866","Departamento","Villa Crespo",2,1,49,134000
"867","Departamento","Villa Crespo",2,1,34,80000
"868","Departamento","Villa Crespo",2,1,35,88000
"869","Departamento","Villa Ortuzar",2,1,38,83000
"870","Departamento","Villa Urquiza",2,1,52,149900
"871","Departamento","Villa Urquiza",2,1,52,152000
"872","Departamento","Parque Patricios",2,1,42,107000
"873","Departamento","Villa del Parque",2,1,63,116000
"874","Departamento","Parque Centenario",2,1,50,105000
"875","Departamento","Parque Centenario",2,1,37,85000
"876","Departamento","Villa Pueyrredón",2,1,42,118000
"877","PH","Boedo",3,1,59,120000
"878","PH","Almagro",3,1,60,195000
"879","PH","Palermo",3,2,84,260000
"880","PH","Saavedra",3,1,86,164000
"881","PH","Caballito",3,1,98,240000
"882","PH","Caballito",3,1,81,220000
"883","PH","Mataderos",3,1,163,170000
"884","PH","Monte Castro",3,1,85,100000
"885","PH","Villa Urquiza",3,2,87,170000
"886","Departamento","Boca",3,1,66,110000
"887","Departamento","Once",3,1,81,175000
"888","Departamento","Boedo",3,1,80,200000
"889","Departamento","Flores",3,2,80,144000
"890","Departamento","Nuñez",3,2,76,171000
"891","Departamento","Nuñez",3,1,69,215000
"892","Departamento","Almagro",3,1,57,147000
"893","Departamento","Almagro",3,2,70,175000
"894","Departamento","Almagro",3,1,82,220000
"895","Departamento","Almagro",3,1,58,88000
"896","Departamento","Almagro",3,1,49,153000
"897","Departamento","Almagro",3,1,59,140000
"898","Departamento","Almagro",3,1,72,177000
"899","Departamento","Almagro",3,1,50,145000
"900","Departamento","Almagro",3,2,85,215000
"901","Departamento","Almagro",3,1,89,205000
"902","Departamento","Coghlan",3,1,108,280000
"903","Departamento","Palermo",3,2,98,270000
"904","Departamento","Palermo",3,1,106,535000
"905","Departamento","Palermo",3,1,66,174000
"906","Departamento","Palermo",3,1,65,165000
"907","Departamento","Palermo",3,2,71,270000
"908","Departamento","Palermo",3,2,88,666666
"909","Departamento","Palermo",3,1,76,230000
"910","Departamento","Palermo",3,2,99,690000
"911","Departamento","Palermo",3,1,63,165100
"912","Departamento","Congreso",3,1,50,113000
"913","Departamento","Recoleta",3,1,67,238000
"914","Departamento","Recoleta",3,2,116,450000
"915","Departamento","Saavedra",3,1,63,169000
"916","Departamento","Balvanera",3,1,61,110000
"917","Departamento","Caballito",3,1,109,269000
"918","Departamento","Caballito",3,2,67,148000
"919","Departamento","Caballito",3,1,165,265000
"920","Departamento","Caballito",3,1,58,248000
"921","Departamento","Caballito",3,1,64,205000
"922","Departamento","Mataderos",3,1,140,188000
"923","Departamento","Mataderos",3,1,42,87000
"924","Departamento","Monserrat",3,1,53,125000
"925","Departamento","Monserrat",3,1,77,169000
"926","Departamento","San Telmo",3,1,75,185000
"927","Departamento","Colegiales",3,2,89,360000
"928","Departamento","Colegiales",3,1,65,160000
"929","Departamento","Villa Luro",3,1,77,215000
"930","Departamento","Barrio Norte",3,1,74,239000
"931","Departamento","Barrio Norte",3,2,75,235000
"932","Departamento","Barrio Norte",3,1,63,145000
"933","Departamento","Villa Crespo",3,1,65,127000
"934","Departamento","Villa Crespo",3,1,60,169000
"935","Departamento","Villa Crespo",3,1,61,148000
"936","Departamento","Villa Crespo",3,1,90,275000
"937","Departamento","Villa Crespo",3,1,75,149000
"938","Departamento","Villa Crespo",3,1,58,138000
"939","Departamento","Villa Crespo",3,1,64,133000
"940","Departamento","Villa Urquiza",3,1,60,165000
"941","Departamento","Parque Chacabuco",3,1,50,107000
"942","Departamento","Villa Santa Rita",3,1,75,135000
"943","Departamento","Villa del Parque",3,1,64,137000
"944","Departamento","Parque Centenario",3,1,61,148000
"945","Departamento","Parque Centenario",3,1,90,275000
"946","Departamento","Parque Centenario",3,1,50,145000
"947","PH","Almagro",4,1,138,285000
"948","PH","Floresta",4,3,260,300000
"949","PH","Paternal",4,1,115,118000
"950","PH","Colegiales",4,1,135,179000
"951","PH","Villa Urquiza",4,1,119,245000
"952","Casa","Nuñez",4,2,160,340000
"953","Casa","Caballito",4,2,137,369000
"954","Departamento","Boca",4,1,81,120000
